id,query,product_title,product_description,median_relevance,relevance_variance,,
16300,high heels shoes,Liliana ROXANNE-3 Women's Strappy High Heels,"Strappy high-heel sandals by Liliana add style and femininity to your footwear wardrobe. Faux leather finished with a glossy sheen gives these ROXANNE-3 shoes a glamorous touch, and a side buckle makes wearing them easy.",4,0,,
16302,plantronics corded headset,Plantronics SupraPlus HW251N Mono Corded Headset,,4,0,,
16304,ice cream maker,Hamilton Beach 1.5 Quart Gel Ice Cream Maker - White,"Hamilton Beach 1.5-Quart Gel Ice Cream Maker: 1.5 quart capacity Make ice cream, frozen yogurt, custard, sherbet or gelato Large ingredient opening Outer bowl prevents condensation buildup on counter Easy-lock lid Gel canister fits easily in freezer",4,0,,
16307,solar charger,Solar PL2320 6/12v 20/10/2a Pro Logix Battery Charger,"features and benefits:
fully automatic operation �?simply choose your voltage, battery type and desired charge rate, and press charge, the charger does the rest and turns off when the battery has reached full charge
provides the ability to properly charge virtually any lead acid battery type: conventional, agm, gel cell, spiral wound, marine and deep cycle batteries
advanced multi-phase charging process delivers a proper, beneficial charge every time, improving battery health and restoring reserve capacity
features a soft start mode for severely depleted batteries and a recondition mode to rejuvenate distressed batteries
two tools in one, the pl2320 incorporates a fully automatic charging routine plus a fully automatic battery maintenance routine once the battery has reach full charge - this enhanced maintenance mode is ideal for long term storage of seasonal use vehicles and more
the charger incorporates a number of safety features to make charging safer for both the operator and the battery being charged, including reverse polarity protection and battery fault detection. Combining fully automatic operation and the ability to properly charge multiple battery types, the pro-logix pl2320 is the perfect charger to meet the needs of today’s and tomorrow’s professional technician. Intelligent, beneficial, safe and versatile �?one charger does it all, from fast charging and battery repair to battery maintenance and long term storage",4,0.471,,
16316,drawer organizer,"Recycled Drawer Organizer, 9 Compartments, Plastic, 14 x 9 x1 1/8, UNV08120","Nine-compartment organizer includes compartments for clips, pens, pencils, sticky notes, scissors and more. Use in desk drawer or stacks on UNV08100 letter trays (sold separately). Simple, smart and sturdy, plus eco-friendly; made 30% post-consumer recycled plastic.",4,0.471,,
16318,cargo shorts,Black Cargo Shorts Bottoms,"Style up your spring season with these black shorts bottoms. Made from nylon and spandex , these shorts are hand washable.",4,0,,
16320,nike womens,Nike Women's Tech Xtreme Golf Glove,The Nike Tech Xtreme Golf Glove contains textured leather and lightweight engineered textile for excellent feel and maximum breathability and range of motion. Strategically placed Lycra spandex in finger and thumb gusset provides flexible breathability.,4,0.943,,
16322,green laser pointer,Laser glow Technologies GAR225XXX Aries-225 Green Handheld Laser Pointer,Laserglow's original portable green laser the Aries Series is built from the ground up for continuous high-power operation- When a laser pointer does not provide sufficient output power the Aries gives the same portability at power levels of up to 250mW at 532nm- The machined aluminum heat sink dissipates excess heat generated in the laser cavity and keeps the Aries running at a 100% duty cycle- Laserglow's Aries Series green portable lasers are IR filtered for safety and the output power is measured on each unit individually for a 10-minute continuous period to ensure sustained performance- This test is done at least 3 times before being shipped to the customer- SKU: LAS094,4,0.471,,
16324,silver jeans,Silver Jeans Suki Bootcut Jeans,"Tears detail the hips and embroidered back pockets of Silver Jeans Suki bootcut jeans, while a medium wash is transformed with whiskering and fading for a worn-in look.
Cotton/elastane
Machine washable
Imported
Juniors' jeans
Low rise: waistband sits at hips
Slim fit through hips and thighs
Bootcut leg
Front button closure with zipper fly; belt loops
Five-pocket style; button-through flap pockets with embroidery at back
Rip detail at pockets
Fading, whiskering and contrast-color topstitching throughout
Medium wash
Approximate inseam: 31 inches",4,0,,
16325,patio umbrellas,"CorLiving 10ft Round Tilting Patio Umbrella, Multiple colors",Share special moments in your own backyard with this tilting patio umbrella from CorLiving. Air vents and hanging side flaps ensure your seating area stays cool on hot summer days. Durable Grey/Black steel frames and UV resistant polyester look great and will withstand the elements of the outdoors. Assembly and storage is simple with a convenient crank and pulley system.,4,0,,
16327,tupperware water bottle lime,CamelBak Eddy Water Bottle - Navy (.75L),"Number of Pieces: 4
Includes: Lid, Bottle
Features: Spill-Proof Design, Drink-Thru Lid, Leak-Proof Design, BPA Free, Straw, Rubberized Handle
Capacity (volume): 0.75 Lit.
Container Material: BPA-Free Copolyester
Lid Material: Silicone, Polypropylene
Protective Qualities: Break Resistant, High-Impact Resistant
Care and Cleaning: Dishwasher-safe Top Rack Only, Clean with Water and Mild Soap, Hand Wash
Dimensions: 10.0 "" H x 3.0 "" W x 3.0 "" D
Weight: 0.34 Lb.
Warranty Description: Lifetime Unlimited Manufacturer Warranty",2,0.943,,
16331,dean guitar,Dean AXS Spalt CAW A/E - Gloss Natural Acoustic/Electric Guitar,Dean Pre Amp 4 band EQ. Mahogany Body. Select Spruce Top.,4,0,,
16333,assassinss creed,Assassin's Creed 2 II GAME (Xbox 360) - Complete,,3,0.471,,
16335,microwave,Cuisinart CMW-200 Microwave Oven,Cuisinart CMW-200 Microwave Oven - Combination - 1.20 ft�?- 1 kW,4,0,,
16336,wall mirrors,Set of 7 Round Wall Mirrors - Multiple Sizes,"Fun and versatile, the Set of 7 Round Wall Mirrors - Multiple Sizes makes decorating easy. This set includes seven circular mirrors that appear to float off the wall. Set includes one 9-inch, three 6-inch, and three 3-inch diam. mirrors.",4,0,,
16343,bluetooth speaker,iLive IHB603B Home Music System with Bluetooth Speaker - Bluetooth v2.1 - USB - Stereo - Black (New - Open Box) - Free Ground Shipping,"New Open Box The iLive IHB603B Music System with built in Bluetooth technology allows you to stream music from your Bluetooth enabled device. Listen to your favorite CDs, enjoy FM radio, or util ize the audio line input to play music from non Bluetooth equipped devices. The IHB603B also features a USB phone charger to charge almost any device. New Open Box products are in original manufacturer condition, include accessories, and carry the manufacturer warranty. Manuals and software might not be included, but can usually be down loaded from the manufacturer. These items can be in the original manufacturer box or repackaged for protection during shipping. Model number IHB603B Product Name iLive IHB603B Audio System Product Type Audio System Color Black Connectivity Bluetooth Bluetooth Standard Bluetooth v2.1 CD Player Media Format CD, CD R/RW Wireless Range 33 feet Sound Effects 2 channel stereo Preset Channel 10 FM stations Ports 3.5mm audio input, USB Placing Wall mountable Disc Player Type Vertical load Dimensions 19.5 x 8.4 x 4.7 inches Weight 4.3 lbs",4,0,,
16347,ipad 2 heavy duty case,"Kensington Black Belt 1st Degree Rugged Case for Apple iPad Air, Red",,3,0.471,,
16349,hair accessories,Bundle Monster 9in1 Hair Styling Accessory Kit Bun Maker Roller Braid Twist - 3,"Learn to work hair design magic with the ease of a flick of the wrist. This ultimate hair designing kit includes nine different types of hair tools. This kit includes: (2) Sponge Hair Plate Bun Ring Makers, (1) Magic Hair Twist Braid Tool Care Clip, (2) Plastic Hairstyle Makers, (2) Sponge Volume Hair Base, (3) Donut Hair Bun Makers, (2) Spiral Hair Pins, (1) set of elastic hairbands, (1) set of hair pins, and (1) set of U hair pins. Each tool can be used to add a different flare to your hair style. The Plastic Hairstyle makers can be used to turn a plain ponytail into something stylish. Or, create elegant buns with any of the many bun makers included. Different sizes are available for each bun maker, depending on the bun size you want. The varieties of pins included make sure your styles will stay secured. **How To Use Donut Bun Maker: 1) Pull hair back into a high ponytail and secure with elastic at the crown. 2) Place the hair bun donut at the very end of the ponytail and pull strands through the hole in the center. Starting in the front, smooth your hair over the donut, tucking the ends underneath. Try to disperse hair evenly around the donut. 3) Slowly roll the bun maker (along with your hair) down the ponytail until you reach the base. Flip the bottom side of the maker upward from the inside out with both hands. As you roll, tuck loose strands underneath the donut. When you reach the base, fill in gaps in the bun by spreading hair out. 4) Tidy up loose ends and strands by pinning them around the base. To make the bun fuller, gently tug and tease strands from the center portion of the bun outward.**Further Instructions can be found on the inside of the cylindrical package this item is shipped in. NOTE: Due to differences between monitor displays, actual color may vary slightly from image. Bundle Monster is a registered trademark of Remi Collections LLC and is exclusively distributed by Bundle Monster. Bundle Monster trademark is protected by US Trademark Law.
Features 9 different hair tools to help whip up a variety of fashionable looks.
Includes: (2) Hair Plate Bun Ring Makers,(1) Twist Braid Tool,(2) Plastic Hairstyle Makers,(2) Volume Hair Base,(3) Donut Bun Makers,(2) Spiral Hair Pins,(1) set elastic hairbands,(2) set hair pins.
Basic Instructions are included inside product packaging.
Set is available in Black, Brown, and Blonde. Choose set according to closest hair color match.
This set is pre-selected and sold as pictured.",4,0.471,,
